# Presence-only rows keyed by parsed syntax form and source path.
# Retirement stages are checked against canonical_stage() and cannot be edited
# independently of the Stage 1-5 cutover dependency map.
#
# The audit DETECTS: a (group, form, path) with findings but no row here (a
# new authority form or path landed and needs review), and a listed row with
# zero findings (the authority it named was retired and the row is stale). It
# does NOT track how many findings a listed (group, form, path) carries — a
# call moving between two already-listed functions in the same file, or a new
# call added alongside existing ones, changes nothing this audit reports.
#
# signature-application rows: one reviewed row per (enclosing function, file)
# for every call of an argument-check primitive under hew-types/src/. Callees are
# reduced through the parse, so method, UFCS, fully-pathed, parenthesized and
# comment-separated spellings all count, and the primitive in argument or value
# position does not.
#
# Canonical keyspace exceptions use this machine-readable comment form:
# canonical-keyspace-allow<TAB>path<TAB>table<TAB>count<TAB>owner<TAB>follow-on work<TAB>reason
# canonical-keyspace-allow	hew-hir/src/lower.rs	const_registry	1	hew-hir	a316-keyspace-registries	canonical const identity is qualified today but remains a bare local at insertion
# canonical-keyspace-allow	hew-hir/src/lower.rs	machine_ctor_registry	7	hew-hir	a316-keyspace-registries	constructor registry still passes reviewed qualified locals into the insertion sink
# canonical-keyspace-allow	hew-types/src/check/items.rs	fn_sigs	1	hew-types	a316-keyspace-fn-sigs	trait default signature restoration still inserts a reviewed qualified local
# canonical-keyspace-allow	hew-types/src/check/registration.rs	fn_sigs	4	hew-types	a316-keyspace-fn-sigs	function signature publication remains in the deferred table-family cutover
# canonical-keyspace-allow	hew-types/src/check/registration.rs	trait_defs	1	hew-types	a316-keyspace-trait-defs	trait definition publication remains in the deferred table-family cutover
group	form	path	retirement_stage	reason
sir-hir-fact-rederivation	require-variant-shape-call	hew-sir/src/lower_entry.rs	stage-3	D486 stage one freeze: entry lowering computes its result's variant shape from a ResolvedTy instead of reading a shape HIR published
sir-hir-fact-rederivation	require-variant-shape-call	hew-sir/src/lower_generators.rs	stage-3	D486 stage one freeze: generator output lowering computes its variant shape from a ResolvedTy instead of reading a shape HIR published
sir-hir-fact-rederivation	require-variant-shape-call	hew-sir/src/lower_match.rs	stage-3	D486 stage one freeze: match lowering computes the scrutinee's and payload's variant shape from a ResolvedTy instead of reading a shape HIR published
sir-hir-fact-rederivation	require-variant-shape-call	hew-sir/src/lower_numeric.rs	stage-3	Checked conversion materializes the checked Option result through the shared variant-shape service; explicit HIR result-shape handoff remains part of D486
sir-hir-fact-rederivation	require-variant-shape-call	hew-sir/src/lower_wire.rs	stage-3	D486 stage one freeze: wire codec lowering computes its payload's variant shape from a ResolvedTy instead of reading a shape HIR published
string-method-identity	qualified-format-macro	hew-analysis/src/hover.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-analysis/src/inlay_hints.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-analysis/src/signature_help.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-hir/src/dump.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-hir/src/lower.rs	stage-1	reviewed compatibility-key factory for unique imported tagged-union constructors and `?` checker payload mismatch diagnostics; exact source owner remains the authority
string-method-identity	qualified-format-macro	hew-hir/src/node.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-types/src/actor_protocol.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-types/src/check/calls.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-types/src/check/coerce.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-types/src/check/expressions.rs	stage-1	reviewed qualified string identity construction; adds dotted module-qualified unit-constructor resolution (module.Type.Variant); plus the single join of nominal+method into a fn_sigs key in record_generic_application, which every generic application funnels through so dispatch sites never build method identity themselves
string-method-identity	qualified-format-macro	hew-types/src/check/items.rs	stage-1	A315 S7 retired source-facing scoped diagnostic spellings
string-method-identity	qualified-format-macro	hew-types/src/check/methods.rs	stage-1	retired source-facing scoped diagnostic spellings
string-method-identity	qualified-format-macro	hew-types/src/check/mod.rs	stage-1	reviewed qualified string identity construction; the added sites are the declaration inventory's canonical child paths (actor init/handlers, machine states/events/transitions, supervisor bootstrap), each built once where the declaration is minted so no consumer rebuilds a child identity from spellings
string-method-identity	qualified-format-macro	hew-types/src/check/registration.rs	stage-1	retired source-facing scoped diagnostic spellings plus file-indexed imported trait binding publication; plus the single shadow-report declaration-key builder shared by the impl, trait and type-body registration paths
string-method-identity	qualified-format-macro	hew-types/src/check/resolution.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-types/src/check/statements.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-types/src/check/type_members.rs	stage-1	reviewed dotted qualified identity construction
string-method-identity	qualified-format-macro	hew-types/src/identity.rs	stage-1	the two lambda-actor declaration paths, built once here beside the minting authority so no stage re-derives a nameless actor's identity from spellings
string-method-identity	qualified-format-macro	hew-types/src/method_resolution.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-types/src/resolved_ty.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-types/src/stdlib_authority.rs	stage-1	reviewed qualified string identity construction
string-method-identity	qualified-format-macro	hew-types/src/stdlib_authority/codegen.rs	stage-1	reviewed qualified string identity construction
